competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,026ab69968e78487,2024-02-13T00:00:00,,Hair must have!,"I apply this product on my roots half an hour before my everything shower, and it leaves my hair looking shiny, thick, and non-oily; a must have in your hair care routine!",glowingurlie12,True,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,cd2d84119bb1dc04,2024-02-09T00:00:00,,Leaves hair much too greasy,"I really wanted this product to be a good solution to address my thinning hair, but I am not continuing to use it as it leaves the hair and scalp really greasy even when you only apply a bit of product. It is an oil so that is to be expected, but whether your hair is dry or wet the result is greasy hair. If Ordinary really wanted to create very useful product in this category it would change the suspension from an oil to water-based. Those with hair loss and very fine or thinning hair shouldn't wash their hair every day as it is too aggressive on the scalp and hair follicles, and this product forces you to wash hair daily so it isn't greasy. No matter how little I apply it seeps into the strands and creates a filmy layer that weights hair down and prevents styling, which results in hair looking much worse. Since these topicals require several months to see any results, it isn't worth it.",AWWP,False,False,6,"{""eye_color"": ""Green"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d2a8f04b0d9ef5e9,2024-02-08T00:00:00,,$10.00 price hike!,"This used to be $19.50, how the heck these folks justify a $10.00 increase in a matter of months is beyond anything I can comprehend. Disgusting.",Senatorr,False,True,41,"{""eye_color"": ""Hazel"", ""hair_color"": ""Black"", ""skin_tone"": ""Tan"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9b2ae538a2f5bceb,2024-02-06T00:00:00,,I think it works!,I use this on my scalp and brows. My brows definitely get thicker and darker but I don’t see an increase in thickness.,srizzie,False,True,2,"{""eye_color"": ""Green"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,72e80ae00b315e95,2024-02-06T00:00:00,,Stick with Bondiboost,Have used this product consistently for over a month. I haven’t seen any new hair growth. Not even wisps of hair around forehead. Just made my hair feel weighed down.,anged90,False,False,5,"{""eye_color"": ""Brown"", ""hair_color"": ""Red"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,5c94f405acd8fa9b,2024-01-31T00:00:00,,,"I have always had issues with hair growth because of dyeing the hair and other things I have done to my hair damaging wise, and I love it!",Lyss0830,False,False,1,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,c4de56ceb9678108,2024-01-31T00:00:00,,Surprisingly it works!!,I was skeptical but if you use this as suggested - every night and massage in - it really works! Blown away. Also like that it doesn’t make your hair greasy the next day - which is rare with my fine hair!,Margy26,True,True,5,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,512361b5a51442a0,2024-01-30T00:00:00,,Must have in Hair care routine. twice a week,It helpede with my hairfall issue. My hair gets good nurishment from this product. I will recommend this product for my freinds.,Alpalu,False,False,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,97e6027d947c86a2,2024-01-27T00:00:00,,Amazing Serum,"This hair serum has improved the health and fullness of my hair in just a few weeks or consistent use. I have struggled with thin hair due to highlighting it, and this product has helped so much with the fullness of my hair.",bergcaye366,False,True,3,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f3ddf1531cc04cdb,2024-01-26T00:00:00,,Not worth the investment.,"I started using this product in 2019 and while I noticed a difference after using several bottles over several months, once I stopped using it, I stopped seeing the difference. I also want to note that this product was $17 in 2019. It’s not almost $30.",natalia87,False,True,12,"{""eye_color"": ""Green"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9ce8888e366f6fc0,2024-01-26T00:00:00,,Severly reduced redness on scalp,I put this in my hair oil to help dandruff and dry scalp.,jakubzal,False,True,1,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,abf899d66b010953,2024-01-25T00:00:00,,,A good serum with the best price. Wont make you cry to try,AlisaDH,False,True,3,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1dbac09fe297661e,2024-01-22T00:00:00,,Takes time but definitely works,"I bought this a year ago and am just running out so I clearly haven’t been consistent with use but it really does work. I applied about once or twice a week at night when I knew I was going to wash my hair the next day. I used it mainly around my temples and along my hair part where the sparseness was most noticeable. It does take a while to work but my hair is definitely thicker and the sparse areas look a bit more filled in. I’ve tried briogeo, rosemary oil and castor oil in the past but this has definitely worked the best and doesn’t leave your hair greasy. I wish I took before photos but I honestly didn’t expect to see these results.",dana9002,True,True,6,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,602c9ed7e456a779,2024-01-20T00:00:00,,It Actually Works,"Wow, it actually works. This is from 2 months of applying once daily. I use castor oil & jojoba oil as a carrier oil as this serum is very thin & runny. I feel like the carrier oil helps the oil to stay in place on affected areas.",sj725,False,False,49,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Deep"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,46d04f306d87cad1,2024-01-19T00:00:00,,Don't see any difference.,"Look at the reviews before I bought them had some good reviews. Now it's been a couple of weeks and I don't see much significant hair growth. Overall gonna finished it up but do repurchase it. No, I wouldn't instead must would have to see a different one.",AnnaBui05,False,True,2,"{""eye_color"": ""Brown"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,da21a73abb5ac98b,2024-01-15T00:00:00,,price difference online vs. instore,why is there a $7 difference online vs. instore? please advise,snmahon,False,True,60,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,3cc832ccc1795661,2024-01-12T00:00:00,,Helped me after loosing hair due to covid,"I lost a lot of hair after getting covid and being anemic, so I decided to try this and it didnt dissapoint, I noticed baby hair after 2 months of using this at nigths and going to sleep. Oily scalp approved too.",ayjean,False,True,9,"{""eye_color"": ""Brown"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,b468f3c5102b1acc,2024-01-11T00:00:00,,,I wish so badly that I took before and after photos after using this product. I’ve been struggling with hair thinning for the past year and this was the first scalp serum I decided to try out. After about two weeks I started getting new hair growth in my problem areas where I had been applying it and most def will be purchasing again,Th4Gr8,False,False,5,"{""eye_color"": ""Green"", ""hair_color"": ""Red"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,d713fe4822385f2d,2024-01-05T00:00:00,,Hairfall,Hairfall every where after using this. :( Extremely disappointed because it caused hairfall and it ended up thinning my hairline.,oooppss,True,True,12,"{""eye_color"": ""Blue"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,162d269c24239b9e,2024-01-02T00:00:00,,Love,Love this product! Takes some time but it works well to create fullness,alannarae02,False,False,0,"{""eye_color"": ""Blue"", ""skin_type"": ""Dry""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,206fe20342ed3e45,2023-12-30T00:00:00,,Love! Works well for me,I notice more hair growth at the front of my hairline after using it for 1-2 months. I started using this product after I noticed a difference in my friend's hair who used it too,erinmel,False,True,2,"{""eye_color"": ""Brown"", ""skin_tone"": ""Deep"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,8eb5640174b33d58,2023-12-29T00:00:00,,I just ordered 3 more lol,"It’s a very slow process but it’s working. Love how light it is and the application process is easy due to the dropper lid. Been using this product for about 6 months on severely damaged areas of my scalp. There’s growth But like I stated beforehand, it’s a long and dedicated process.",Wond3rWoman,False,True,8,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Rich"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6a95550a7628fd2b,2023-12-28T00:00:00,,A must buy serum,"I have fine, dry, low porosity type 4 hair and after using this for a month, my density definitely increased and my hair felt thicker at the root. It’s now been a month and a half and I got excited with the results so I just bought three more, I wasn’t expecting it to work this well. Trust me and just buy it",Carolyn88,False,True,11,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Medium"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ef1cd439649f7673,2023-12-21T00:00:00,,,I love this product and recommended to my friends and family. On my second bottle and my hair is growing faster and has less hair fall.,beautylover1512,False,True,5,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1934bf4c86266be9,2023-12-21T00:00:00,,Wow it actually works!!!,"I love this product, I was sceptical, but after 1 week of use I see a difference in my hair density. I would recommend it. It has no smell, just magic ingrediencies that really work and help with hair density. For reference, I have fine short hair and started using in menopause years when I noticed my hair density changed. Give it a try, it works!!!",Aggathe1st,True,True,3,"{""eye_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,44201a54ffedb89b,2023-12-18T00:00:00,,is a staple now in my care routine,I should have taken before and after pics. love this and will repurchase,Kobzar,False,False,3,"{""eye_color"": ""Blue"", ""hair_color"": ""Blonde"", ""skin_tone"": ""Fair Light"", ""skin_type"": ""Normal""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,1a4379b5d11e82e1,2023-12-15T00:00:00,,PCOS approved,It’s perfect! I have PCOS and suffer from hair thinning. I’ve used this for about 2 months now and have seen a change in volume of my hair. Worth the buy!,dancebby,False,True,13,"{""eye_color"": ""Brown"", ""hair_color"": ""Brown"", ""skin_tone"": ""Light Medium"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,9b5f7bae901c09d6,2023-12-10T00:00:00,,Good,"I’ve been using this product for a few months and it really does give you a boost of hair growth, but it doesn’t stop hair fall. I love this product and I would recommend it for someone who really wants to regrow their hair.",Kamikam27,False,True,8,"{""eye_color"": ""Brown"", ""skin_tone"": ""Light"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,308cdae02c547486,2023-12-05T00:00:00,,Very Effective and Not Greasy,"I have been using this product for a little over two months. A jar and a half. I didn't like it, and I wish I could get my money back. My hair is much thinner than before, it is more damaged and my head is itchy. It didn't work for me. Now I don't know how to get my hair back after using this product.",estefaniamesa36,False,True,27,"{""eye_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,6b8ae0377664ed0c,2023-12-04T00:00:00,,,"I absolutely love this product! It doesn’t leave my hair oily after use, and it has helped my hair growth so much. I wear alot of ponytails and pulled back hairstyles and this product has helped my hairline and density so much. I 100% recommend this product.",rubesSchultz,False,True,8,"{""eye_color"": ""Hazel"", ""skin_tone"": ""Fair"", ""skin_type"": ""Dry""}"
